reconciliation_owner_status,remittance_advice_remark_code,remittance_advice_remark_code_description,claim_adjustment_reason_code,claim_adjustment_reason_code_description,no_approved_resubmissions,list_approved_resubmissions,no_rejected_resubmissions,list_rejected_resubmissions,no_denied_resubmissions,list_denied_resubmissions,no_partially_denied_resubmissions,list_partially_denied_resubmissions,unworked_claims_count,unworked_claims_list
ATHELAS_RESPONSIBILITY,M15,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",6,"{79836,79839,79931,79942,79953,79988,null}",0,{null},31,"{46431,78025,78027,78030,79822,79828,79829,79830,79834,79843,79846,79847,79849,79851,79855,79858,79896,79899,79907,79909,79915,79917,79919,79922,79924,79926,79957,79969,79970,79987,80000}",4,"{79826,79911,79936,79940,null}",0,""
NON_WORKABLE,M15,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},5,"{70209,78021,78024,79996,94534}",0,{null},0,""
SITE_RESPONSIBILITY,M15,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{177948}
ATHELAS_RESPONSIBILITY,M16,"Alert: Please see our web site, mailings, or bulletins for more details concerning this policy/procedure/decision.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},2,"{89178,316820,null}",1,"{95111,null}",1,"{589205,null}",1,{627901}
NON_WORKABLE,M16,"Alert: Please see our web site, mailings, or bulletins for more details concerning this policy/procedure/decision.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",2,"{38507,218847}"
SITE_RESPONSIBILITY,M16,"Alert: Please see our web site, mailings, or bulletins for more details concerning this policy/procedure/decision.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,"{30263,null}",2,"{30263,35040}",13,"{7623,7640,9426,9454,12529,19441,20901,20944,20963,20990,30009,38508,209149}"
NON_WORKABLE,M25,"The information furnished does not substantiate the need for this level of service. If you believe the service should have been fully covered as billed, or if you did not know and could not reasonably have been expected to know that we would not pay for this level of service, or if you notified the patient in writing in advance that we would not pay for this level of service and he/she agreed in writing to pay, ask us to review your claim within 120 days of the date of this notice. If you do not request an appeal, we will, upon application from the patient, reimburse him/her for the amount you have collected from him/her in excess of any deductible and coinsurance amounts. We will recover the reimbursement from you as an overpayment.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{51736},0,{null},1,{273992}
ATHELAS_RESPONSIBILITY,M26,"The information furnished does not substantiate the need for this level of service. If you have collected any amount from the patient for this level of service/any amount that exceeds the limiting charge for the less extensive service, the law requires you to refund that amount to the patient within 30 days of receiving this notice. The requirements for refund are in 1824(I) of the Social Security Act and 42CFR411.408. The section specifies that physicians who knowingly and willfully fail to make appropriate refunds may be subject to civil monetary penalties and/or exclusion from the program. If you have any questions about this notice, please contact this office.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{535690}
ATHELAS_RESPONSIBILITY,M41,We do not pay for this as the patient has no legal obligation to pay for this.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,"{355401,null}",1,"{304523,null}",4,"{154534,154556,440298,440323,null}",0,{null},0,""
SITE_RESPONSIBILITY,M41,We do not pay for this as the patient has no legal obligation to pay for this.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{170983}
NON_WORKABLE,M80,Not covered when performed during the same session/date as a previously processed service for the patient.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},6,"{68307,70026,70105,70108,70116,70199}",0,{null},0,""
NON_WORKABLE,M86,Service denied because payment already made for same/similar procedure within set time frame.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{158159},0,{null},9,"{80805,590846,590895,590931,591029,591038,591044,591064,591077}"
ATHELAS_RESPONSIBILITY,MA130,"Your claim contains incomplete and/or invalid information, and no appeal rights are afforded because the claim is unprocessable. Please submit a new claim with the complete/correct information.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",2,"{106775,106776,null}",0,{null},4,"{91169,106782,139039,394718}",1,"{154384,null}",0,""
NON_WORKABLE,MA130,"Your claim contains incomplete and/or invalid information, and no appeal rights are afforded because the claim is unprocessable. Please submit a new claim with the complete/correct information.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{106774,106783}",0,{null},0,""
SITE_RESPONSIBILITY,MA130,"Your claim contains incomplete and/or invalid information, and no appeal rights are afforded because the claim is unprocessable. Please submit a new claim with the complete/correct information.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},3,"{106773,221209,394914}",0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,MA30,Missing/incomplete/invalid type of bill.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{488382}
ATHELAS_RESPONSIBILITY,MA73,Informational remittance associated with a Medicare demonstration. No payment issued under fee-for-service Medicare as patient has elected managed care.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{577487,595256}",1,"{577512,null}",3,"{611420,611430,611435}"
NON_WORKABLE,MA73,Informational remittance associated with a Medicare demonstration. No payment issued under fee-for-service Medicare as patient has elected managed care.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},0,{null},1,{577482},39,"{488862,488891,488905,497834,500944,504236,536117,546377,546506,546510,550313,550351,550375,550402,550429,550431,555390,567736,567738,578931,581303,581352,582583,582586,582623,586486,588119,588136,588184,588260,611375,611396,611401,611424,611442,611450,611452,611458,611461}"
SITE_RESPONSIBILITY,N10,Adjustment based on the findings of a review organization/professional consult/manual adjudication/medical advisor/dental advisor/peer review.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",3,"{158105,191926,191929}"
ATHELAS_RESPONSIBILITY,N115,"This decision was based on a Local Coverage Determination (LCD). An LCD provides a guide to assist in determining whether a particular item or service is covered. A copy of this policy is available at www.cms.gov/mcd, or if you do not have web access, you may contact the contractor to request a copy of the LCD.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},3,"{200627,216902,501716}",1,"{560168,null}",0,""
NON_WORKABLE,N115,"This decision was based on a Local Coverage Determination (LCD). An LCD provides a guide to assist in determining whether a particular item or service is covered. A copy of this policy is available at www.cms.gov/mcd, or if you do not have web access, you may contact the contractor to request a copy of the LCD.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{231856,493959}",0,{null},0,""
SITE_RESPONSIBILITY,N115,"This decision was based on a Local Coverage Determination (LCD). An LCD provides a guide to assist in determining whether a particular item or service is covered. A copy of this policy is available at www.cms.gov/mcd, or if you do not have web access, you may contact the contractor to request a copy of the LCD.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{585168}
NON_WORKABLE,N12,"Policy provides coverage supplemental to Medicare. As the member does not appear to be enrolled in the applicable part of Medicare, the member is responsible for payment of the portion of the charge that would have been covered by Medicare.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},0,{null},1,{528966},0,""
SITE_RESPONSIBILITY,N12,"Policy provides coverage supplemental to Medicare. As the member does not appear to be enrolled in the applicable part of Medicare, the member is responsible for payment of the portion of the charge that would have been covered by Medicare.",96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{17604}
